log_dt,log_time,action_dt,action_tp,user_id,url,url_cut,product_id,hostproduct_id,order_id,less_id,episode_id,log_grade_id,teacher_id,device_type,device_id,model,manufacturer,brand,client_type,app_version,client_tag,client_ip,ip_country,ip_province,ip_city,ip_city_type,ip_isp,screen_width,screen_height,screen_size,os_version,duration,vendor,preinstall_vendor,request_url,question_id,keyfrom,channel_id,sheet_id,seq_id,other,client_tag_new,device_type_new,user_agent,dt,category,page_tp
2025/7/3,30:54.6,2025/7/3,1751535054002,1069354749,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568209,162248557,,,windows,92F0F0A5-DB3B-4BA6-906A-D909AA57072A,HP ProBook 640 G2,hp,,Collie,3.2.0,tutor,183.241.245.186,中国,北京市,北京市,一线城市,中国移动,1366,768,,6.1.7601,,unset,,,,,,,1751535054002000,"{""seqid"":""1751535054002000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751535054002"",""ip"":""183.241.245.186"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751535054566"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751535054092"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,46:40.4,2025/7/3,1751539598577,705218491,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568209,162248573,,,windows,0FF4807D-0E05-44F7-861C-40EDB8F11E8F,MRC-WX0,huawei,,Collie,3.1.0,tutor,58.100.35.61,中国,浙江省,杭州市,新一线,华数传媒,1536,864,,10.0.19045,,unset,,,,,,,1751539598577000,"{""seqid"":""1751539598577000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751539598577"",""ip"":""58.100.35.61"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751539600422"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751539599552"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,49:37.0,2025/7/3,1751546975466,288045504,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13424381,159601255,,,windows,3736E520-5736-476F-BDD7-0B87DEDCABE7,Vostro 5890,dell inc.,,Husky,2.2.0,tutor,112.20.101.148,中国,江苏省,苏州市,新一线,中国移动,1920,1080,,10.0.26100,,unset,,,,,,,1751546975466000,"{""seqid"":""1751546975466000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751546975466"",""ip"":""112.20.101.148"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751546976954"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751546975804"",""net"":""wifi""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,30:03.0,2025/7/3,1751538600872,178944828,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13567918,162763519,,,windows,290CCDE2-9111-49A9-AABE-205F81427EB6,HP Laptop 14s-dp0xxx,hp,,Collie,3.2.0,tutor,110.245.99.42,中国,河北省,承德市,四线城市,中国联通,1536,864,,10.0.18363,,unset,,,,,,,1751538600872000,"{""seqid"":""1751538600872000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751538600872"",""ip"":""110.245.99.42"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751538602999"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751538602226"",""net"":""ethernet""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,14:24.1,2025/7/3,1751544861917,697226731,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568209,162248557,,,windows,452579C0-B4DC-4D90-881A-66D1CE7A1891,82WK,lenovo,,Collie,3.2.0,tutor,122.6.136.160,中国,山东省,临沂市,二线城市,中国电信,1707,1067,,10.0.22631,,unset,,,,,,,1751544861917000,"{""seqid"":""1751544861917000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751544861917"",""ip"":""122.6.136.160"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751544864149"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751544863207"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,38:50.3,2025/7/3,1751539126709,513556941,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13567913,162763508,,,windows,A9367FBB-103F-4736-B3AE-7CDC23DC4D13,81YL,lenovo,,Collie,3.1.0,tutor,183.219.51.215,中国,江西省,宜春市,三线城市,中国移动,1536,864,,10.0.19045,,unset,,,,,,,1751539126709000,"{""seqid"":""1751539126709000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751539126709"",""ip"":""183.219.51.215"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751539130316"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751539129133"",""net"":""Unknown""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,20:06.8,2025/7/3,1751498406432,650089593,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000005,28000005,,13426110,161644949,,,mac,0E2C3E9F-98A1-5051-8672-3020EA8B01C7,"MacBookPro12,1",apple inc.,,Collie,3.2.0,tutor,39.172.17.29,中国,浙江省,湖州市,三线城市,中国移动,1280,800,,21.6.0,,unset,,,,,,,1751498406432000,"{""seqid"":""1751498406432000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""MacOS"",""eventaction"":""click"",""timestamp"":""1751498406432"",""ip"":""39.172.17.29"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""en-US"",""receivetime"":""1751498406826"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""3"",""sendtime"":""1751498407843"",""net"":""wifi""}",collie,mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,12:01.8,2025/7/3,1751541116297,660287560,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568216,162285207,,,windows,CBB9ED56-9A28-4077-BE3A-7B91E6063C71,System%20Product%20Name,system manufacturer,,Collie,3.2.0,tutor,39.184.5.215,中国,浙江省,台州市,三线城市,中国移动,1920,1080,,10.0.19045,,unset,,,,,,,1751541116297001,"{""seqid"":""1751541116297001"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751541116297"",""ip"":""39.184.5.215"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751541121751"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751541121267"",""net"":""Unknown""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,26:56.4,2025/7/3,1751538415197,684529005,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13567913,162763508,,,windows,37CE905E-69F4-47CA-876E-556278DE9720,Inspiron 3501,dell inc.,,Collie,3.2.0,tutor,117.181.51.75,中国,广西壮族自治区,南宁市,二线城市,中国移动,1536,864,,10.0.19045,,unset,,,,,,,1751538415197000,"{""seqid"":""1751538415197000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751538415197"",""ip"":""117.181.51.75"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751538416394"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751538416024"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,58:05.3,2025/7/3,1751540283271,1072761591,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568216,162285207,,,windows,EE73691B-8CC2-44A5-9A70-26BEF75DEFE8,PUC-WXXXX,huawei,,Collie,3.1.0,tutor,111.49.139.224,中国,宁夏回族自治区,石嘴山市,五线城市,中国移动,1920,1080,,10.0.26100,,unset,,,,,,,1751540283271000,"{""seqid"":""1751540283271000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751540283271"",""ip"":""111.49.139.224"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751540285289"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751540284846"",""net"":""Unknown""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,49:47.6,2025/7/3,1751539782278,134511480,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13536643,162502734,,,windows,0708B14B-543A-4718-9FC6-21218A7FD782,OEM,oem,,Collie,3.2.0,tutor,59.172.147.28,中国,湖北省,武汉市,新一线,中国电信,1920,1080,,6.1.7601,,unset,,,,,,,1751539782278000,"{""seqid"":""1751539782278000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751539782278"",""ip"":""59.172.147.28"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751539787567"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""3"",""sendtime"":""1751539786617"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,29:55.8,2025/7/3,1751538590510,725306720,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13567882,162174437,,,windows,6AD13936-03D2-4D33-B4B8-10EB2C7D3F51,X302LJ,asustek computer inc.,,Collie,3.1.0,tutor,39.184.7.98,中国,浙江省,台州市,三线城市,中国移动,1366,768,,6.1.7601,,unset,,,,,,,1751538590510000,"{""seqid"":""1751538590510000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751538590510"",""ip"":""39.184.7.98"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751538595816"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751538594903"",""net"":""ethernet""}",collie,windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,33:51.0,2025/7/3,1751549626195,411523304,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13536643,161628794,,,windows,5BD1B826-2962-4BC0-A4C8-C919D2859A1D,OptiPlex 3020,dell inc.,,Collie,3.2.0,tutor,219.236.78.151,中国,北京市,北京市,一线城市,歌华,1536,864,,6.1.7601,,unset,,,,,,,1751549626195000,"{""seqid"":""1751549626195000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751549626195"",""ip"":""219.236.78.151"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751549630959"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751549630278"",""net"":""ethernet""}",collie,windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,55:48.9,2025/7/3,1751504145105,185289734,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13424305,159599131,,,windows,B43281DE-CF44-4AD5-A136-F4EB886AAB0F,20TAA00KCD,lenovo,,Husky,2.2.0,tutor,112.24.141.59,中国,江苏省,无锡市,二线城市,中国移动,1280,720,,10.0.26100,,unset,,,,,,,1751504145105000,"{""seqid"":""1751504145105000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751504145105"",""ip"":""112.24.141.59"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751504148858"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751504148014"",""net"":""wifi""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,45:52.0,2025/7/3,1751539550728,523215380,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568163,162248431,,,windows,3BBE2CB4-2D4A-4712-A7F4-FA84EFD31144,82L5,lenovo,,Collie,3.1.0,tutor,219.143.143.182,中国,北京市,北京市,一线城市,中国电信,1463,915,,10.0.26100,,unset,,,,,,,1751539550728000,"{""seqid"":""1751539550728000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751539550728"",""ip"":""219.143.143.182"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751539552017"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751539551826"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,23:12.0,2025/7/3,1751541789778,1079418906,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13421755,159578337,,,windows,0C1FFC04-D3AF-45AA-B86E-B69F5DE9FEE1,Inspiron 15 3511,dell inc.,,Husky,2.1.0,tutor,39.154.170.79,中国,内蒙古自治区,鄂尔多斯市,四线城市,中国移动,1536,864,,10.0.22631,,unset,,,,,,,1751541789778000,"{""seqid"":""1751541789778000"",""eventid"":""32706"",""appversion2"":""2.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751541789778"",""ip"":""39.154.170.79"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751541792048"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751541790918"",""net"":""wifi""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,26:39.8,2025/7/3,1751538395199,509877233,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13567882,162763497,,,windows,17857699-36CD-465B-8122-3A28C3CECC45,Inspiron N4010,dell inc.,,Collie,3.1.0,tutor,49.115.102.214,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,五线城市,中国电信,1366,768,,6.1.7601,,unset,,,,,,,1751538395199000,"{""seqid"":""1751538395199000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751538395199"",""ip"":""49.115.102.214"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751538399770"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751538398729"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,10:59.6,2025/7/3,1751537457735,1069354749,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568209,162248557,,,windows,92F0F0A5-DB3B-4BA6-906A-D909AA57072A,HP ProBook 640 G2,hp,,Collie,3.2.0,tutor,183.241.245.186,中国,北京市,北京市,一线城市,中国移动,1366,768,,6.1.7601,,unset,,,,,,,1751537457735000,"{""seqid"":""1751537457735000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751537457735"",""ip"":""183.241.245.186"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751537459617"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751537459160"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,30:50.3,2025/7/3,1751538645262,707022529,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13567882,162763497,,,windows,E78C8674-2F3B-40CE-84FC-14C938621F91,Redmi Book 14,xiaomi,,Collie,3.2.0,tutor,114.101.13.91,中国,安徽省,蚌埠市,三线城市,中国电信,1440,900,,10.0.26100,,unset,,,,,,,1751538645262000,"{""seqid"":""1751538645262000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751538645262"",""ip"":""114.101.13.91"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751538650257"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751538649848"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,48:46.1,2025/7/3,1751536122345,607414667,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13405150,159275386,,,windows,02B9B4AA-6310-4755-AF4D-BA0D45E9ECA7,80WW,lenovo,,Husky,2.2.0,tutor,49.221.8.156,中国,吉林省,长春市,二线城市,鹏博士,1536,864,,10.0.19045,,unset,,,,,,,1751536122345000,"{""seqid"":""1751536122345000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751536122345"",""ip"":""49.221.8.156"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751536126144"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751536125231"",""net"":""wifi""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
